generation,name,tier,type_1,type_2,roles,hp,attack,defense,special_attack,special_defense,speed
6,Sigilyph,RU,Psychic,Flying,defensive_pivot;setup_sweeper;special_attacker;speed_control;wallbreaker,72,58,80,103,80,97
6,Slowking,RU,Water,Psychic,bulky_pivot;defensive_pivot;phazer;physical_wall;setup_sweeper;special_attacker;special_tank;support;trick_room_setter;wallbreaker,95,75,80,100,110,30
6,Smeargle,RU,Normal,-,hazard_setter;lead;physical_attacker;speed_control;status_spreader,55,20,35,20,45,75
6,Sneasel,RU,Dark,Ice,physical_attacker;speed_control;trapper;wallbreaker,55,95,55,35,75,115
6,Spiritomb,RU,Ghost,Dark,bulky_pivot;defensive_pivot;physical_attacker;physical_wall;priority_user;revenge_killer;setup_sweeper;stallbreaker;status_spreader;support;trapper,50,92,108,92,108,35
6,Steelix,RU,Steel,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall;status_spreader;support,75,85,200,55,65,30
6,Togetic,RU,Fairy,Flying,bulky_pivot;cleric;defensive_pivot;physical_wall;status_spreader;support,55,40,85,80,105,40
6,Torterra,RU,Grass,Ground,bulky_pivot;defensive_pivot;setup_sweeper;special_wall,95,109,105,75,85,56
6,Typhlosion,RU,Fire,-,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,78,84,78,109,85,100
6,Uxie,RU,Psychic,-,defensive_pivot;hazard_setter;lead;physical_wall;pivot;status_spreader;support,75,75,130,75,130,95
6,Venusaur,RU,Grass,Poison,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper;special_attacker;speed_control;status_spreader;support;wallbreaker;weather_abuser,80,82,83,100,100,80
6,Virizion,RU,Grass,Fighting,physical_attacker;setup_sweeper;special_attacker;speed_control;wallbreaker,91,90,72,90,129,108
6,Vivillon,RU,Bug,Flying,lead;setup_sweeper;special_attacker;speed_control;status_spreader,80,52,50,90,50,89
6,Weezing,RU,Poison,-,bulky_pivot;hazard_setter;lead;physical_wall;special_wall;status_spreader,65,90,120,85,70,60
6,Xatu,RU,Psychic,Flying,bulky_pivot;defensive_pivot;physical_wall;pivot;status_spreader;support,65,75,70,95,70,95
6,Abomasnow,UU,Grass,Ice,physical_attacker;priority_user;revenge_killer;setup_sweeper;special_attacker,90,92,75,92,85,60
6,Absol,UU,Dark,-,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control;trapper,65,130,60,75,60,75
6,Accelgor,UU,Bug,-,hazard_setter;lead,80,70,40,100,60,145
6,Aerodactyl,UU,Rock,Flying,hazard_setter;lead;physical_attacker;speed_control;stallbreaker;support,80,105,65,60,75,130
6,Aggron,UU,Steel,Rock,bulky_pivot;defensive_pivot;hazard_setter;lead;phazer;physical_wall;setup_sweeper;special_wall;status_spreader;support,70,110,180,60,60,50
6,Alomomola,UU,Water,-,cleric;defensive_pivot;status_spreader;sun_setter;support,165,75,80,40,45,65
6,Ampharos,UU,Electric,-,bulky_pivot;defensive_pivot;physical_wall;pivot;setup_sweeper;special_attacker;speed_control;support,90,75,85,115,90,55
6,Arcanine,UU,Fire,-,bulky_pivot;defensive_pivot;physical_attacker;physical_wall;priority_user;revenge_killer;speed_control;status_spreader;support;wallbreaker,90,110,80,100,80,95
6,Aromatisse,UU,Fairy,-,bulky_pivot;cleric;defensive_pivot;physical_wall;support,101,72,72,99,89,29
6,Banette,UU,Ghost,-,physical_attacker;stallbreaker;status_spreader;support,64,115,65,83,63,65
6,Beedrill,UU,Bug,Poison,physical_attacker;pivot;speed_control,65,90,40,45,80,75
6,Blastoise,UU,Water,-,bulky_pivot;defensive_pivot;hazard_remover;phazer;physical_wall;special_attacker;speed_control;status_spreader;support,79,83,100,85,105,78
6,Blissey,UU,Normal,-,bulky_pivot;cleric;defensive_pivot;physical_wall;status_spreader;support,255,10,10,75,135,55
6,Bronzong,UU,Steel,Psychic,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_attacker;special_wall;status_spreader;support;trick_room_setter,67,89,116,79,116,33
6,Camerupt,UU,Fire,Ground,special_attacker;wallbreaker,70,100,70,105,75,40
6,Celebi,UU,Psychic,Grass,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;setup_sweeper;special_attacker;speed_control;status_spreader;support;wallbreaker,100,100,100,100,100,100
6,Chandelure,UU,Ghost,Fire,choice_user;revenge_killer;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,60,55,90,145,90,80
6,Chesnaught,UU,Grass,Fighting,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;special_wall;stallbreaker;support,88,107,122,74,75,64
6,Clefairy,UU,Fairy,-,bulky_pivot;cleric;defensive_pivot;special_wall;status_spreader;support,70,45,48,60,65,35
6,Cloyster,UU,Water,Ice,lead;physical_attacker;setup_sweeper;speed_control,50,95,180,85,45,70
6,Cobalion,UU,Steel,Fighting,hazard_setter;lead;physical_attacker;pivot;setup_sweeper;special_attacker;speed_control,91,90,129,90,72,108
6,Cofagrigus,UU,Ghost,-,setup_sweeper;special_attacker;support;trick_room_setter,58,50,145,95,105,30
6,Crawdaunt,UU,Water,Dark,choice_user;lead;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;setup_sweeper;speed_control;wallbreaker,63,120,85,90,55,55
6,Cresselia,UU,Psychic,-,bulky_pivot;defensive_pivot;lead;physical_wall;screen_setter;setup_sweeper;status_spreader;support,120,70,110,75,120,85
6,Crobat,UU,Poison,Flying,choice_user;defensive_pivot;hazard_remover;physical_attacker;physical_wallbreaker;pivot;speed_control;status_spreader;support;wallbreaker,85,90,80,70,80,130
6,Diancie,UU,Rock,Fairy,bulky_pivot;cleric;defensive_pivot;hazard_setter;lead;mixed_attacker;physical_wall;special_attacker;support;trick_room_setter;wallbreaker,50,100,150,100,150,50
6,Donphan,UU,Ground,-,bulky_pivot;choice_user;defensive_pivot;hazard_remover;hazard_setter;lead;physical_attacker;physical_wall;physical_wallbreaker;priority_user;revenge_killer;special_tank;speed_control;support;wallbreaker,90,120,120,60,60,50
6,Doublade,UU,Steel,Ghost,physical_attacker;priority_user;revenge_killer;setup_sweeper,59,110,150,45,49,35
6,Dragalge,UU,Poison,Dragon,choice_user;special_attacker;special_wallbreaker;wallbreaker,65,75,90,97,123,44
6,Druddigon,UU,Dragon,-,hazard_setter;lead;physical_attacker,77,120,90,60,90,48
6,Durant,UU,Bug,Steel,physical_attacker;speed_control;wallbreaker,58,109,112,48,48,109
6,Emboar,UU,Fire,Fighting,choice_user;physical_attacker;revenge_killer;speed_control;wallbreaker,110,123,65,100,65,65
6,Empoleon,UU,Water,Steel,bulky_pivot;defensive_pivot;hazard_remover;hazard_setter;lead;phazer;setup_sweeper;special_attacker;special_wall;support,84,86,88,111,101,60
6,Entei,UU,Fire,-,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;speed_control;wallbreaker,115,115,85,90,75,100
6,Escavalier,UU,Bug,Steel,bulky_pivot;choice_user;physical_attacker;physical_wallbreaker;setup_sweeper;special_wall;trapper;wallbreaker,70,135,105,60,105,20
6,Espeon,UU,Psychic,-,choice_user;defensive_pivot;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,65,65,60,130,95,110
6,Exploud,UU,Normal,-,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,104,91,63,91,73,68
6,Feraligatr,UU,Water,-,physical_attacker;setup_sweeper;speed_control;wallbreaker,85,105,100,79,83,78
6,Fletchinder,UU,Fire,Flying,defensive_pivot;physical_attacker;setup_sweeper;status_spreader,62,73,55,56,52,84
6,Florges,UU,Fairy,-,bulky_pivot;cleric;defensive_pivot;physical_wall;setup_sweeper;support,78,65,68,112,154,75
6,Flygon,UU,Ground,Dragon,choice_user;hazard_remover;physical_attacker;pivot;revenge_killer;speed_control,80,100,80,80,80,100
6,Forretress,UU,Bug,Steel,bulky_pivot;defensive_pivot;hazard_remover;hazard_setter;lead;physical_attacker;physical_wall;pivot;speed_control;support,75,90,140,60,60,40
6,Froslass,UU,Ice,Ghost,hazard_setter;lead;stallbreaker;support,70,80,70,80,70,110
6,Galvantula,UU,Bug,Electric,hazard_setter;lead;special_attacker;speed_control;wallbreaker,70,77,60,97,60,108
6,Gardevoir,UU,Psychic,Fairy,choice_user;cleric;revenge_killer;setup_sweeper;special_attacker;special_wallbreaker;speed_control;support;wallbreaker,68,65,65,125,115,80
6,Gastrodon,UU,Water,Ground,bulky_pivot;defensive_pivot;setup_sweeper;special_wall,111,83,68,92,82,39
6,Glalie,UU,Ice,-,physical_attacker;speed_control,80,80,80,80,80,80
6,Gligar,UU,Ground,Flying,bulky_pivot;defensive_pivot;hazard_remover;physical_wall;pivot;special_wall,65,75,105,35,65,85
6,Goodra,UU,Dragon,-,choice_user;physical_attacker;physical_wallbreaker;special_attacker;special_tank;special_wallbreaker;wallbreaker,90,100,70,110,150,80
6,Granbull,UU,Fairy,-,bulky_pivot;cleric;defensive_pivot;physical_attacker;physical_wall;status_spreader;support,90,120,75,60,60,45
6,Gyarados,UU,Water,Flying,bulky_pivot;defensive_pivot;phazer;physical_attacker;physical_wall;setup_sweeper;speed_control;support,95,125,79,60,100,81
6,Haxorus,UU,Dragon,-,choice_user;physical_attacker;physical_wallbreaker;setup_sweeper;speed_control;wallbreaker,76,147,90,60,70,97
6,Heliolisk,UU,Electric,Normal,pivot;special_attacker;speed_control;wallbreaker,62,55,52,109,94,109
6,Heracross,UU,Bug,Fighting,choice_user;physical_attacker;physical_wallbreaker;revenge_killer;setup_sweeper;speed_control;wallbreaker,80,125,75,40,95,85
6,Hitmonlee,UU,Fighting,-,hazard_remover;physical_attacker;priority_user;revenge_killer;speed_control;wallbreaker,50,120,53,35,110,87
6,Honchkrow,UU,Dark,Flying,defensive_pivot;physical_attacker;priority_user;revenge_killer;speed_control;trapper;wallbreaker,100,125,52,105,52,71
6,Hoopa,UU,Psychic,Ghost,setup_sweeper;special_attacker;speed_control;support;trick_room_setter;wallbreaker,80,110,60,150,130,70
6,Houndoom,UU,Dark,Fire,setup_sweeper;special_attacker;speed_control;sun_setter,75,90,50,110,80,95
6,Hydreigon,UU,Dark,Dragon,choice_user;defensive_pivot;revenge_killer;special_attacker;special_wallbreaker;speed_control;stallbreaker;support;wallbreaker,92,105,90,125,90,98
6,Infernape,UU,Fire,Fighting,choice_user;hazard_setter;lead;mixed_attacker;physical_attacker;physical_wallbreaker;pivot;priority_user;revenge_killer;setup_sweeper;special_attacker;speed_control;stallbreaker;support;wallbreaker,76,104,71,104,71,108
6,Jolteon,UU,Electric,-,choice_user;pivot;special_attacker;special_wallbreaker;speed_control;wallbreaker,65,65,60,110,95,130
6,Kingdra,UU,Water,Dragon,physical_attacker;rain_setter;setup_sweeper;special_attacker;speed_control;wallbreaker,75,95,95,95,95,85
6,Klefki,UU,Steel,Fairy,bulky_pivot;defensive_pivot;hazard_setter;lead;screen_setter;special_wall;status_spreader;support,57,80,91,80,87,75
6,Krookodile,UU,Ground,Dark,choice_user;hazard_setter;lead;physical_attacker;physical_wallbreaker;revenge_killer;speed_control;stallbreaker;support;wallbreaker,95,117,80,65,70,92
6,Kyurem,UU,Dragon,Ice,choice_user;defensive_pivot;revenge_killer;special_attacker;special_wallbreaker;speed_control;wallbreaker,125,130,90,130,90,95
6,Lucario,UU,Fighting,Steel,physical_attacker;priority_user;revenge_killer;setup_sweeper;special_attacker;speed_control;wallbreaker,70,110,70,115,70,90
6,Ludicolo,UU,Water,Grass,physical_attacker;rain_setter;setup_sweeper;special_attacker;speed_control;wallbreaker,80,70,70,90,100,70
6,Machamp,UU,Fighting,-,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;special_tank;speed_control;wallbreaker,90,130,80,65,85,55
6,Magneton,UU,Electric,Steel,choice_user;pivot;special_attacker;special_wallbreaker;speed_control;wallbreaker,50,60,95,120,70,70
6,Mamoswine,UU,Ice,Ground,hazard_setter;lead;physical_attacker;priority_user;revenge_killer;speed_control;wallbreaker,110,130,80,70,60,80
6,Mandibuzz,UU,Dark,Flying,bulky_pivot;defensive_pivot;hazard_remover;pivot;special_wall;support,110,65,105,55,95,80
6,Metagross,UU,Steel,Psychic,choice_user;hazard_setter;lead;physical_attacker;physical_wallbreaker;speed_control;wallbreaker,80,135,130,95,90,70
6,Mienshao,UU,Fighting,-,choice_user;defensive_pivot;physical_attacker;pivot;revenge_killer;speed_control;wallbreaker,65,125,60,95,60,105
6,Milotic,UU,Water,-,bulky_pivot;defensive_pivot;phazer;physical_wall;support,95,60,79,100,125,81
6,Moltres,UU,Fire,Flying,special_attacker;speed_control;status_spreader;wallbreaker,90,100,90,125,85,90
6,Nidoking,UU,Poison,Ground,special_attacker;speed_control;wallbreaker,81,102,77,85,75,85
6,Nidoqueen,UU,Poison,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;phazer;physical_wall;special_attacker;support;wallbreaker,90,92,87,75,85,76
6,Noivern,UU,Flying,Dragon,choice_user;special_attacker;special_wallbreaker;speed_control;stallbreaker;support;wallbreaker,85,70,80,97,80,123
6,Omastar,UU,Rock,Water,lead;setup_sweeper;special_attacker;speed_control,70,60,125,115,70,55
6,Pangoro,UU,Fighting,Dark,choice_user;physical_attacker;physical_wallbreaker;pivot;setup_sweeper;speed_control;wallbreaker,95,124,78,69,71,58
6,Poliwrath,UU,Water,Fighting,bulky_pivot;defensive_pivot;phazer;physical_wall;support,90,95,95,70,90,70
6,Porygon-Z,UU,Normal,-,choice_user;revenge_killer;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,85,80,70,135,75,90
6,Porygon2,UU,Normal,-,bulky_pivot;defensive_pivot;special_attacker;special_wall;status_spreader;support,85,80,90,105,95,60
6,Quagsire,UU,Water,Ground,bulky_pivot;defensive_pivot;physical_wall;status_spreader,95,85,85,65,65,35
6,Qwilfish,UU,Water,Poison,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_attacker;physical_wall;setup_sweeper;speed_control;support;wallbreaker;weather_abuser,65,95,85,55,55,85
6,Registeel,UU,Steel,-,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall;status_spreader;support,80,75,150,75,150,50
6,Reuniclus,UU,Psychic,-,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper;special_attacker;support;trick_room_setter;wallbreaker,110,65,75,125,85,30
6,Rhyperior,UU,Ground,Rock,bulky_pivot;choice_user;defensive_pivot;hazard_setter;lead;physical_attacker;physical_wallbreaker;special_wall;support;wallbreaker,115,140,130,55,55,40
6,Roserade,UU,Grass,Poison,bulky_pivot;defensive_pivot;hazard_setter;lead;special_attacker;special_wall;speed_control;support,60,70,65,125,105,90
6,Rotom-Heat,UU,Electric,Fire,choice_user;defensive_pivot;pivot;revenge_killer;special_attacker;special_wallbreaker;speed_control;status_spreader;support;wallbreaker,50,65,107,105,107,86
6,Rotom-Mow,UU,Electric,Grass,choice_user;pivot;revenge_killer;special_attacker;special_wallbreaker;speed_control;wallbreaker,50,65,107,105,107,86
6,Sableye,UU,Dark,Ghost,bulky_pivot;defensive_pivot;special_wall;stallbreaker;status_spreader;support,50,75,75,65,65,50
6,Sceptile,UU,Grass,-,physical_attacker;setup_sweeper;special_attacker;speed_control,70,85,65,105,85,120
6,Seismitoad,UU,Water,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;support,105,95,75,85,75,74
6,Sharpedo,UU,Water,Dark,physical_attacker;speed_control;wallbreaker,70,120,40,95,40,95
6,Shedinja,UU,Bug,Ghost,lead;physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control,1,90,45,30,30,40
6,Shuckle,UU,Bug,Rock,bulky_pivot;hazard_setter;lead;physical_wall;status_spreader,20,10,230,10,230,5
6,Slowking,UU,Water,Psychic,bulky_pivot;choice_user;defensive_pivot;phazer;physical_wall;setup_sweeper;special_attacker;special_tank;special_wallbreaker;status_spreader;support;trick_room_setter;wallbreaker,95,75,80,100,110,30
6,Smeargle,UU,Normal,-,hazard_setter;lead;status_spreader,55,20,35,20,45,75
6,Snorlax,UU,Normal,-,choice_user;defensive_pivot;physical_attacker;physical_wallbreaker;setup_sweeper;wallbreaker,160,110,65,65,110,30
6,Spiritomb,UU,Ghost,Dark,bulky_pivot;defensive_pivot;physical_attacker;physical_wall;priority_user;revenge_killer;setup_sweeper;stallbreaker;status_spreader;support,50,92,108,92,108,35
6,Steelix,UU,Steel,Ground,bulky_pivot;hazard_setter;lead;phazer;physical_wall;special_wall;status_spreader;support,75,85,200,55,65,30
6,Suicune,UU,Water,-,bulky_pivot;defensive_pivot;phazer;physical_wall;setup_sweeper;special_attacker;speed_control;support,100,75,115,90,115,85
6,Swampert,UU,Water,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;phazer;physical_attacker;physical_wall;rain_setter;setup_sweeper;special_wall;speed_control;support,100,110,90,85,90,60
6,Sylveon,UU,Fairy,-,bulky_pivot;choice_user;cleric;defensive_pivot;physical_wall;special_attacker;special_wallbreaker;speed_control;support;wallbreaker,95,65,65,110,130,60
6,Tangela,UU,Grass,-,bulky_pivot;defensive_pivot;physical_wall;support,65,55,115,100,40,60
6,Tentacruel,UU,Water,Poison,bulky_pivot;defensive_pivot;hazard_remover;hazard_setter;lead;phazer;physical_wall;special_attacker;speed_control;support,80,70,65,80,120,100
6,Togetic,UU,Fairy,Flying,bulky_pivot;defensive_pivot;hazard_remover;special_wall;support,55,40,85,80,105,40
6,Toxicroak,UU,Poison,Fighting,physical_attacker;priority_user;revenge_killer;setup_sweeper;special_attacker;speed_control;wallbreaker,83,106,65,86,65,85
6,Tyrantrum,UU,Rock,Dragon,choice_user;physical_attacker;physical_wallbreaker;setup_sweeper;speed_control;wallbreaker,82,121,119,69,59,71
6,Umbreon,UU,Dark,-,bulky_pivot;cleric;defensive_pivot;special_wall;support,95,65,110,60,130,65
6,Uxie,UU,Psychic,-,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;pivot;support,75,75,130,75,130,95
6,Vaporeon,UU,Water,-,bulky_pivot;cleric;defensive_pivot;physical_wall;support,130,65,60,110,95,65
6,Venomoth,UU,Bug,Poison,setup_sweeper;special_attacker;speed_control;status_spreader;wallbreaker,70,65,60,90,75,90
6,Venusaur,UU,Grass,Poison,setup_sweeper;special_attacker;speed_control;sun_setter;wallbreaker;weather_abuser,80,82,83,100,100,80
6,Virizion,UU,Grass,Fighting,physical_attacker;setup_sweeper;speed_control,91,90,72,90,129,108
6,Weezing,UU,Poison,-,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;status_spreader;support,65,90,120,85,70,60
6,Whimsicott,UU,Grass,Fairy,bulky_pivot;choice_user;defensive_pivot;physical_wall;special_attacker;special_wallbreaker;speed_control;status_spreader;support;wallbreaker,60,67,85,77,75,116
6,Yanmega,UU,Bug,Flying,choice_user;pivot;special_attacker;special_wallbreaker;speed_control;wallbreaker,86,76,86,116,56,95
6,Zoroark,UU,Dark,-,choice_user;lead;physical_attacker;priority_user;revenge_killer;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,60,105,60,120,60,105
6,Aerodactyl,Ubers,Rock,Flying,hazard_setter;lead;physical_attacker;speed_control;stallbreaker;support,80,105,65,60,75,130
6,Alomomola,Ubers,Water,-,bulky_pivot;cleric;defensive_pivot;physical_wall;status_spreader;support,165,75,80,40,45,65
6,Arceus,Ubers,Normal,-,defensive_pivot;physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control;wallbreaker,120,120,120,120,120,120
6,Blaziken,Ubers,Fire,Fighting,physical_attacker;setup_sweeper;speed_control;wallbreaker,80,120,70,110,70,80
6,Blissey,Ubers,Normal,-,defensive_pivot;status_spreader;support,255,10,10,75,135,55
6,Bronzong,Ubers,Steel,Psychic,bulky_pivot;hazard_setter;lead;special_wall;status_spreader,67,89,116,79,116,33
6,Chansey,Ubers,Normal,-,cleric;defensive_pivot;status_spreader;support,250,5,5,35,105,50
6,Clefable,Ubers,Fairy,-,bulky_pivot;cleric;defensive_pivot;physical_wall;special_wall;status_spreader;support,95,70,73,95,90,60
6,Cloyster,Ubers,Water,Ice,hazard_remover;hazard_setter;lead;physical_attacker;speed_control,50,95,180,85,45,70
6,Cresselia,Ubers,Psychic,-,bulky_pivot;physical_wall;status_spreader;support;trick_room_setter,120,70,110,75,120,85
6,Darkrai,Ubers,Dark,-,setup_sweeper;special_attacker;speed_control;wallbreaker,70,90,90,135,90,125
6,Deoxys-Attack,Ubers,Psychic,-,hazard_setter;lead;special_attacker;speed_control;wallbreaker,50,180,20,180,20,150
6,Deoxys-Defense,Ubers,Psychic,-,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;status_spreader,50,70,160,70,160,90
6,Deoxys-Speed,Ubers,Psychic,-,bulky_pivot;hazard_setter;lead;physical_wall;stallbreaker;support,50,95,90,95,90,180
6,Dialga,Ubers,Steel,Dragon,bulky_pivot;defensive_pivot;hazard_setter;lead;special_attacker;special_wall;support,100,120,120,150,100,90
6,Diancie,Ubers,Rock,Fairy,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_attacker;physical_wall;special_attacker;status_spreader;support;trick_room_setter;wallbreaker,50,100,150,100,150,50
6,Ditto,Ubers,Normal,-,bulky_pivot;choice_user;physical_wall;revenge_killer;speed_control,48,48,48,48,48,48
6,Excadrill,Ubers,Ground,Steel,hazard_remover;hazard_setter;lead;physical_attacker;sand_setter;setup_sweeper;speed_control;status_spreader;wallbreaker,110,135,60,50,65,88
6,Ferrothorn,Ubers,Grass,Steel,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall;support,74,94,131,54,116,20
6,Flygon,Ubers,Ground,Dragon,bulky_pivot;defensive_pivot;hazard_remover;physical_wall;status_spreader,80,100,80,80,80,100
6,Genesect,Ubers,Bug,Steel,choice_user;physical_attacker;pivot;priority_user;revenge_killer;speed_control,71,120,95,120,95,99
6,Gengar,Ubers,Ghost,Poison,special_attacker;speed_control;stallbreaker;status_spreader;support,60,65,60,130,75,110
6,Giratina-Origin,Ubers,Ghost,Dragon,hazard_remover;phazer;physical_attacker;priority_user;revenge_killer;special_attacker;status_spreader;support,150,120,100,120,100,90
6,Gothitelle,Ubers,Psychic,-,bulky_pivot;defensive_pivot;setup_sweeper;special_wall;status_spreader;trapper,70,55,95,95,110,65
6,Greninja,Ubers,Water,Dark,hazard_setter;lead;physical_attacker;priority_user;revenge_killer;speed_control;stallbreaker;support,72,95,67,103,71,122
6,Groudon,Ubers,Ground,-,bulky_pivot;defensive_pivot;hazard_setter;lead;phazer;physical_attacker;setup_sweeper;special_attacker;special_wall;status_spreader;support,100,150,140,100,90,90
6,Gyarados,Ubers,Water,Flying,physical_attacker;setup_sweeper;speed_control;stallbreaker;support,95,125,79,60,100,81
6,Ho-Oh,Ubers,Fire,Flying,choice_user;defensive_pivot;physical_attacker;physical_wallbreaker;status_spreader;wallbreaker,106,130,90,110,154,90
6,Hoopa-Unbound,Ubers,Psychic,Dark,setup_sweeper;special_attacker;speed_control;wallbreaker,80,160,60,170,130,80
6,Jirachi,Ubers,Steel,Psychic,bulky_pivot;choice_user;cleric;defensive_pivot;pivot;revenge_killer;special_wall;speed_control;status_spreader;support,100,100,100,100,100,100
6,Kangaskhan,Ubers,Normal,-,physical_attacker;speed_control,105,95,80,40,80,90
6,Klefki,Ubers,Steel,Fairy,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall;status_spreader;support,57,80,91,80,87,75
6,Kyogre,Ubers,Water,-,bulky_pivot;defensive_pivot;physical_attacker;physical_wall;setup_sweeper;special_attacker;status_spreader;support,100,100,90,150,140,90
6,Kyurem-White,Ubers,Dragon,Ice,choice_user;revenge_killer;special_attacker;special_wallbreaker;speed_control;wallbreaker,125,120,90,170,100,95
6,Landorus-Therian,Ubers,Ground,Flying,choice_user;physical_attacker;pivot;revenge_killer;speed_control,89,145,90,105,80,91
6,Latias,Ubers,Dragon,Psychic,defensive_pivot;hazard_remover;support,80,80,90,110,130,110
6,Latios,Ubers,Dragon,Psychic,defensive_pivot;hazard_remover;setup_sweeper;special_attacker;speed_control,80,90,80,130,110,110
6,Lopunny,Ubers,Normal,-,physical_attacker;speed_control,65,76,84,54,96,105
6,Lucario,Ubers,Fighting,Steel,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control,70,110,70,115,70,90
6,Lugia,Ubers,Psychic,Flying,bulky_pivot;defensive_pivot;phazer;physical_wall;status_spreader;support,106,90,130,90,154,110
6,Mawile,Ubers,Steel,Fairy,bulky_pivot;pivot;priority_user;revenge_killer;special_wall,50,85,85,55,55,50
6,Mewtwo,Ubers,Psychic,-,special_attacker;speed_control;stallbreaker;support,106,110,90,154,90,130
6,Palkia,Ubers,Water,Dragon,special_attacker;speed_control;wallbreaker,90,120,100,150,120,100
6,Rayquaza,Ubers,Dragon,Flying,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;setup_sweeper;speed_control;wallbreaker,105,150,90,150,90,95
6,Reshiram,Ubers,Dragon,Fire,defensive_pivot;special_attacker;speed_control;wallbreaker,100,120,100,150,120,90
6,Sableye,Ubers,Dark,Ghost,bulky_pivot;defensive_pivot;physical_wall;status_spreader;support,50,75,75,65,65,50
6,Salamence,Ubers,Dragon,Flying,defensive_pivot;setup_sweeper,95,135,80,110,80,100
6,Scizor,Ubers,Bug,Steel,bulky_pivot;defensive_pivot;priority_user;revenge_killer;special_wall;status_spreader;trapper,70,130,100,55,80,65
6,Scolipede,Ubers,Bug,Poison,hazard_setter;lead;physical_attacker;speed_control,60,100,89,55,69,112
6,Shaymin-Sky,Ubers,Grass,Flying,choice_user;cleric;revenge_killer;special_attacker;speed_control;support;wallbreaker,100,103,75,120,75,127
6,Skarmory,Ubers,Steel,Flying,bulky_pivot;defensive_pivot;hazard_setter;lead;phazer;physical_wall;special_wall;status_spreader;support,65,80,140,40,70,70
6,Slowbro,Ubers,Water,Psychic,bulky_pivot;defensive_pivot;physical_wall;status_spreader;support,95,75,110,100,80,30
6,Smeargle,Ubers,Normal,-,lead;pivot;setup_sweeper;special_attacker;speed_control;status_spreader,55,20,35,20,45,75
6,Tentacruel,Ubers,Water,Poison,bulky_pivot;hazard_remover;hazard_setter;lead;special_wall;status_spreader,80,70,65,80,120,100
6,Tyranitar,Ubers,Rock,Dark,bulky_pivot;choice_user;defensive_pivot;hazard_setter;lead;physical_attacker;physical_wallbreaker;setup_sweeper;special_wall;speed_control;support;trapper;wallbreaker,100,134,110,95,100,61
6,Wobbuffet,Ubers,Psychic,-,defensive_pivot;support,190,33,58,33,58,33
6,Xerneas,Ubers,Fairy,-,bulky_pivot;choice_user;cleric;defensive_pivot;physical_wall;revenge_killer;setup_sweeper;special_attacker;special_wallbreaker;speed_control;support;wallbreaker,126,131,95,131,98,99
6,Yveltal,Ubers,Dark,Flying,bulky_pivot;choice_user;defensive_pivot;physical_attacker;physical_wall;physical_wallbreaker;pivot;priority_user;revenge_killer;special_attacker;speed_control;status_spreader;wallbreaker,126,131,95,131,98,99
6,Zekrom,Ubers,Dragon,Electric,choice_user;physical_attacker;physical_wallbreaker;pivot;revenge_killer;speed_control;wallbreaker,100,150,120,120,100,90
5,Alomomola,NU,Water,-,cleric;defensive_pivot;status_spreader;support,165,75,80,40,45,65
5,Altaria,NU,Dragon,Flying,bulky_pivot;choice_user;defensive_pivot;setup_sweeper;special_attacker;special_wall;special_wallbreaker;speed_control;wallbreaker,75,70,90,70,105,80
5,Ampharos,NU,Electric,-,bulky_pivot;cleric;defensive_pivot;lead;physical_wall;pivot;screen_setter;special_attacker;special_wall;status_spreader;support;wallbreaker,90,75,85,115,90,55
5,Arbok,NU,Poison,-,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control,60,95,69,65,79,80
