generation,pokemon,set_name,format,tier,roles,item,ability,nature,tera_type,ev_hp,ev_atk,ev_def,ev_spa,ev_spd,ev_spe,iv_hp,iv_atk,iv_def,iv_spa,iv_spd,iv_spe,move_1,move_2,move_3,move_4
6,Slowbro,Offensive Tank Slowbro,gen6ou,OU,bulky_pivot;defensive_pivot;physical_wall,Slowbronite,Regenerator,Bold,,252,0,136,120,0,0,31,31,31,31,31,31,Slack Off,Scald,Flamethrower,Future Sight
6,Magneton,Choice Scarf,gen6ou,OU,choice_user;pivot;revenge_killer;special_attacker;speed_control,Choice Scarf,,Timid,,0,0,4,252,0,252,31,31,31,31,31,31,Volt Switch,Thunderbolt,Flash Cannon,Hidden Power Fire
6,Cloyster,Shell Smash,gen6ou,OU,hazard_setter;lead;physical_attacker;setup_sweeper;speed_control,Focus Sash,Skill Link,Adamant,,0,252,0,0,4,252,31,31,31,31,31,31,Shell Smash,Icicle Spear,Rock Blast,Toxic Spikes
6,Chansey,De Blob,gen6ou,OU,defensive_pivot;status_spreader,Eviolite,,Bold,,4,0,252,0,252,0,31,31,31,31,31,31,Toxic,Thunder Wave,Soft-Boiled,Seismic Toss
6,Starmie,Utility,gen6ou,OU,defensive_pivot;hazard_remover;support,Leftovers,Natural Cure,Timid,,252,0,0,4,0,252,31,31,31,31,31,31,Scald,Rapid Spin,Recover,Psyshock
6,Starmie,Offensive,gen6ou,OU,defensive_pivot;hazard_remover;special_attacker;speed_control;wallbreaker,Life Orb,Analytic,Timid,,0,0,0,252,4,252,29,31,31,31,31,31,Rapid Spin,Recover,Hydro Pump,Psychic
6,Pinsir,Swords Dance,gen6ou,OU,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control,Pinsirite,,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Swords Dance,Return,Close Combat,Quick Attack
6,Gyarados,Offensive Dragon Dance,gen6ou,OU,physical_attacker;setup_sweeper;speed_control,Gyaradosite,,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Dragon Dance,Crunch,Waterfall,Earthquake
6,Gyarados,Bulky Dragon Dance,gen6ou,OU,physical_attacker;setup_sweeper,Leftovers,,Jolly,,88,220,4,0,0,196,31,31,31,31,31,31,Dragon Dance,Bounce,Waterfall,Substitute
6,Ditto,Imposter,gen6ou,OU,bulky_pivot;choice_user;physical_wall;revenge_killer;speed_control,Choice Scarf,Imposter,Relaxed,,252,0,252,0,4,0,31,31,31,31,31,0,Transform,,,
6,Omastar,Choice Specs,gen6ou,OU,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,Choice Specs,,Modest,,0,0,4,252,0,252,31,31,31,31,31,31,Hydro Pump,Ice Beam,Scald,Knock Off
6,Kabutops,Physical Attacker,gen6ou,OU,hazard_remover;physical_attacker;setup_sweeper;speed_control;wallbreaker,Life Orb,,Adamant,,0,252,4,0,0,252,31,31,31,31,31,31,Waterfall,Stone Edge,Swords Dance,Rapid Spin
6,Aerodactyl,Offensive,gen6ou,OU,physical_attacker;speed_control,Aerodactylite,Unnerve,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Stone Edge,Aerial Ace,Aqua Tail,Fire Fang
6,Aerodactyl,Pursuit Trapper,gen6ou,OU,trapper,Aerodactylite,Unnerve,Jolly,,168,124,0,0,0,216,31,31,31,31,31,31,Pursuit,Aerial Ace,Stone Edge,Aqua Tail
6,Aerodactyl,Lead,gen6ou,OU,hazard_remover;hazard_setter;lead;stallbreaker;support,Rocky Helmet,Pressure,Jolly,,4,0,252,0,0,252,31,31,31,31,31,31,Stealth Rock,Taunt,Earthquake,Defog
6,Zapdos,Physically Defensive,gen6ou,OU,bulky_pivot;defensive_pivot;physical_wall;pivot;support,Leftovers,Static,Bold,,248,0,228,0,0,32,31,31,31,31,31,31,Volt Switch,Discharge,Heat Wave,Roost
6,Zapdos,Specially Defensive,gen6ou,OU,bulky_pivot;defensive_pivot;pivot;special_wall;support,Leftovers,,Calm,,252,0,60,0,180,16,31,31,31,31,31,31,Thunderbolt,Volt Switch,Roost,Hidden Power Ice
6,Dragonite,Dragon Dance + Three Attacks,gen6ou,OU,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control,Lum Berry,Multiscale,Adamant,,0,252,0,0,4,252,31,31,31,31,31,31,Dragon Dance,Outrage,Dragon Claw,Extreme Speed
6,Dragonite,Bulky Roost + Dragon Dance,gen6ou,OU,defensive_pivot;setup_sweeper,Lum Berry,Multiscale,Adamant,,192,64,0,0,12,240,31,31,31,31,31,31,Dragon Dance,Roost,Dragon Claw,Earthquake
6,Dragonite,Choice Band,gen6ou,OU,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;speed_control;wallbreaker,Choice Band,Multiscale,Adamant,,0,252,4,0,0,252,31,31,31,31,31,31,Outrage,Earthquake,Extreme Speed,Fire Punch
6,Mew,Lead,gen6ou,OU,hazard_setter;lead;stallbreaker;status_spreader;support,Mental Herb,,Jolly,,252,4,0,0,0,252,31,31,31,31,31,31,Stealth Rock,Taunt,Thunder Wave,Will-O-Wisp
6,Mew,Stallbreaker,gen6ou,OU,bulky_pivot;defensive_pivot;special_wall;stallbreaker;status_spreader;support;wallbreaker,Leftovers,,Careful,,252,0,0,0,224,32,31,31,31,31,31,31,Taunt,Soft-Boiled,Will-O-Wisp,Knock Off
6,Azumarill,Choice Band,gen6ou,OU,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;wallbreaker,Choice Band,Huge Power,Adamant,,172,252,0,0,0,84,31,31,31,31,31,31,Play Rough,Waterfall,Aqua Jet,Superpower
6,Azumarill,Belly Drum,gen6ou,OU,physical_attacker;priority_user;revenge_killer,Sitrus Berry,Huge Power,Adamant,,92,252,0,0,0,164,31,31,31,31,31,31,Belly Drum,Aqua Jet,Play Rough,Knock Off
6,Azumarill,Assault Vest,gen6ou,OU,physical_attacker;priority_user;revenge_killer;special_tank,Assault Vest,Huge Power,Adamant,,240,252,0,0,16,0,31,31,31,31,31,31,Play Rough,Waterfall,Aqua Jet,Knock Off
6,Politoed,Support,gen6ou,OU,bulky_pivot;defensive_pivot;rain_setter;special_wall;status_spreader;support;weather_setter,Damp Rock,Drizzle,Calm,,248,0,0,0,164,96,31,31,31,31,31,31,Scald,Toxic,Hypnosis,Encore
6,Quagsire,Unaware Wall,gen6ou,OU,bulky_pivot;defensive_pivot;physical_wall;status_spreader,Leftovers,Unaware,Relaxed,,252,0,252,0,4,0,31,31,31,31,31,31,Scald,Recover,Earthquake,Toxic
6,Slowking,Defensive,gen6ou,OU,bulky_pivot;defensive_pivot;physical_wall;special_wall;status_spreader;support,Leftovers,Regenerator,Calm,,244,0,196,0,68,0,31,31,31,31,31,31,Scald,Protect,Slack Off,Thunder Wave
6,Scizor,Choice Band,gen6ou,OU,choice_user;physical_attacker;physical_wallbreaker;pivot;priority_user;revenge_killer;trapper;wallbreaker,Choice Band,Technician,Adamant,,120,252,0,0,0,136,31,31,31,31,31,31,Bullet Punch,U-turn,Pursuit,Knock Off
6,Scizor,Bulky Swords Dance,gen6ou,OU,defensive_pivot;priority_user;revenge_killer;setup_sweeper,Scizorite,Light Metal,Adamant,,248,16,12,0,16,216,31,31,31,31,31,31,Swords Dance,Roost,Bullet Punch,Superpower
6,Scizor,Offensive Swords Dance,gen6ou,OU,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control,Scizorite,Light Metal,Adamant,,4,252,0,0,0,252,31,31,31,31,31,31,Swords Dance,Bullet Punch,Bug Bite,Superpower
6,Scizor,Utility,gen6ou,OU,bulky_pivot;defensive_pivot;physical_wall;pivot;priority_user;revenge_killer;support;trapper,Scizorite,Light Metal,Impish,,248,0,44,0,160,56,31,31,31,31,31,31,U-turn,Roost,Bullet Punch,Pursuit
6,Shuckle,Sticky Web,gen6ou,OU,bulky_pivot;hazard_setter;lead;physical_wall,Mental Herb,,Bold,,252,0,252,0,4,0,31,31,31,31,31,31,Sticky Web,Stealth Rock,Encore,Infestation
6,Heracross,Bulky Wallbreaker,gen6ou,OU,wallbreaker,Heracronite,Moxie,Adamant,,240,136,0,0,0,132,31,31,31,31,31,31,Close Combat,Pin Missile,Rock Blast,Substitute
6,Skarmory,Physically Defensive,gen6ou,OU,bulky_pivot;defensive_pivot;hazard_remover;hazard_setter;lead;phazer;physical_wall;support,Rocky Helmet,Sturdy,Impish,,252,0,252,0,4,0,31,31,31,31,31,31,Spikes,Roost,Whirlwind,Defog
6,Houndoom,Utility Attacker,gen6ou,OU,defensive_pivot;setup_sweeper;special_attacker;speed_control;status_spreader;support,Houndoominite,Flash Fire,Timid,,40,0,8,208,0,252,31,31,31,31,31,31,Nasty Plot,Fire Blast,Dark Pulse,Will-O-Wisp
6,Kingdra,Choice Specs,gen6ou,OU,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,Choice Specs,,Modest,,28,0,0,252,0,228,31,31,31,31,31,31,Hydro Pump,Draco Meteor,Scald,Ice Beam
6,Kingdra,Life Orb Attacker,gen6ou,OU,special_attacker;speed_control;wallbreaker,Life Orb,,Rash,,0,28,0,252,0,228,29,31,31,31,31,31,Hydro Pump,Draco Meteor,Scald,Waterfall
6,Porygon2,Defensive,gen6ou,OU,bulky_pivot;defensive_pivot;physical_wall;special_wall;status_spreader;support,Eviolite,,Calm,,252,0,200,0,56,0,31,31,31,31,31,31,Ice Beam,Thunderbolt,Recover,Toxic
6,Blissey,Special Wall,gen6ou,OU,bulky_pivot;defensive_pivot;physical_wall;special_wall;status_spreader,Leftovers,,Bold,,248,0,252,0,8,0,31,31,31,31,31,31,Seismic Toss,Toxic,Soft-Boiled,Protect
6,Tyranitar,Choice Scarf,gen6ou,OU,choice_user;physical_attacker;revenge_killer;speed_control;trapper,Choice Scarf,,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Stone Edge,Pursuit,Superpower,Crunch
6,Tyranitar,Choice Band,gen6ou,OU,choice_user;physical_attacker;physical_wallbreaker;trapper;wallbreaker,Choice Band,,Adamant,,100,252,0,0,0,156,31,31,31,31,31,31,Stone Edge,Crunch,Superpower,Pursuit
6,Tyranitar,Support,gen6ou,OU,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;special_wall;support;trapper,Chople Berry,,Relaxed,,248,0,80,0,180,0,31,31,31,31,31,31,Stealth Rock,Stone Edge,Pursuit,Ice Beam
6,Tyranitar,Dragon Dance,gen6ou,OU,physical_attacker;setup_sweeper;speed_control,Tyranitarite,,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Dragon Dance,Stone Edge,Ice Punch,Crunch
6,Tyranitar,Bulky Support,gen6ou,OU,bulky_pivot;defensive_pivot;hazard_setter;lead;support,Tyranitarite,,Adamant,,248,104,0,0,120,36,31,31,31,31,31,31,Stealth Rock,Crunch,Superpower,Stone Edge
6,Celebi,Support,gen6ou,OU,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;status_spreader;support,Leftovers,,Bold,,252,0,156,0,84,16,31,31,31,31,31,31,Giga Drain,Recover,Thunder Wave,Stealth Rock
6,Celebi,Nasty Plot + 2 Attacks,gen6ou,OU,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper,Leftovers,,Bold,,252,0,148,0,0,108,31,31,31,31,31,31,Nasty Plot,Giga Drain,Recover,Earth Power
6,Sceptile,All-Out Attacker,gen6ou,OU,special_attacker;speed_control,Sceptilite,,Naive,,0,0,4,252,0,252,31,31,31,31,31,31,Leaf Storm,Dragon Pulse,Earthquake,Hidden Power Fire
6,Sceptile,Substitute,gen6ou,OU,special_attacker;speed_control,Sceptilite,,Timid,,0,0,0,252,4,252,31,31,31,31,31,31,Dragon Pulse,Giga Drain,Focus Blast,Substitute
6,Swampert,Rain Sweeper,gen6ou,OU,physical_attacker;rain_setter;setup_sweeper;speed_control,Swampertite,Damp,Adamant,,0,252,4,0,0,252,31,31,31,31,31,31,Waterfall,Earthquake,Ice Punch,Power-Up Punch
6,Breloom,Technician Attacker,gen6ou,OU,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control;status_spreader;wallbreaker,Life Orb,Technician,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Spore,Bullet Seed,Mach Punch,Swords Dance
6,Breloom,Poison Heal Attacker,gen6ou,OU,physical_attacker;setup_sweeper;speed_control,Toxic Orb,Poison Heal,Jolly,,12,244,0,0,0,252,31,31,31,31,31,31,Swords Dance,Superpower,Drain Punch,Seed Bomb
6,Aggron,Tank,gen6ou,OU,bulky_pivot;hazard_setter;lead;physical_wall;special_wall;status_spreader,Aggronite,,Impish,,252,0,16,0,240,0,31,31,31,31,31,31,Stealth Rock,Heavy Slam,Avalanche,Thunder Wave
6,Medicham,All-Out Attacker,gen6ou,OU,physical_attacker;speed_control,Medichamite,,Adamant,,0,252,4,0,0,252,31,31,31,31,31,31,High Jump Kick,Ice Punch,Fake Out,Thunder Punch
6,Manectric,Special Attacker,gen6ou,OU,pivot;special_attacker;speed_control,Manectite,Lightning Rod,Timid,,0,0,4,252,0,252,31,31,31,31,31,31,Volt Switch,Thunderbolt,Flamethrower,Overheat
6,Sharpedo,Cleaner,gen6ou,OU,physical_attacker;speed_control,Sharpedonite,Speed Boost,Naughty,,0,224,0,32,0,252,31,31,31,31,31,31,Protect,Crunch,Hydro Pump,Ice Fang
6,Altaria,Offensive Dragon Dance,gen6ou,OU,setup_sweeper;speed_control,Altarianite,,Adamant,,88,180,0,0,0,240,31,31,31,31,31,31,Dragon Dance,Substitute,Frustration,Earthquake
6,Altaria,King DDD (Defensive Dragon Dance),gen6ou,OU,bulky_pivot;cleric;defensive_pivot;physical_wall;setup_sweeper;support,Altarianite,Cloud Nine,Impish,,252,0,136,0,92,28,31,31,31,31,31,31,Dragon Dance,Roost,Return,Heal Bell
6,Altaria,Support,gen6ou,OU,bulky_pivot;cleric;defensive_pivot;physical_wall;support,Altarianite,Cloud Nine,Bold,,252,0,100,0,156,0,31,31,31,31,31,31,Roost,Hyper Voice,Return,Heal Bell
6,Altaria,Special Attacker,gen6ou,OU,defensive_pivot,Altarianite,Cloud Nine,Modest,,252,0,0,164,0,92,31,31,31,31,31,31,Hyper Voice,Fire Blast,Roost,Earthquake
6,Crawdaunt,Swords Dance,gen6ou,OU,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control;wallbreaker,Life Orb,Adaptability,Jolly,,4,252,0,0,0,252,31,31,31,31,31,31,Swords Dance,Crabhammer,Knock Off,Aqua Jet
6,Crawdaunt,Choice Band,gen6ou,OU,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;speed_control;wallbreaker,Choice Band,Adaptability,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Knock Off,Aqua Jet,Crabhammer,Crunch
6,Absol,Swords Dance,gen6ou,OU,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control,Absolite,Justified,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Swords Dance,Sucker Punch,Knock Off,Iron Tail
6,Metagross,Offensive,gen6ou,OU,physical_attacker;priority_user;revenge_killer;speed_control,Metagrossite,,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Zen Headbutt,Meteor Mash,Bullet Punch,Hammer Arm
6,Metagross,Utility,gen6ou,OU,defensive_pivot;hazard_setter;lead;physical_attacker;speed_control;support;trapper,Metagrossite,,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Stealth Rock,Pursuit,Earthquake,Ice Punch
6,Latias,Utility,gen6ou,OU,cleric;defensive_pivot;hazard_remover;support,Colbur Berry,,Timid,,252,0,4,0,0,252,31,31,31,31,31,31,Healing Wish,Defog,Psychic,Ice Beam
6,Latias,Defensive,gen6ou,OU,defensive_pivot;status_spreader;support,Latiasite,,Timid,,252,0,0,0,4,252,31,31,31,31,31,31,Thunderbolt,Ice Beam,Recover,Thunder Wave
6,Latias,Calm Mind,gen6ou,OU,defensive_pivot;setup_sweeper,Latiasite,,Timid,,252,0,4,0,0,252,31,31,31,31,31,31,Calm Mind,Recover,Psyshock,Stored Power
6,Latias,Dual Screens,gen6ou,OU,cleric;hazard_remover;lead;screen_setter;support,Light Clay,,Timid,,248,0,8,0,0,252,31,31,31,31,31,31,Reflect,Light Screen,Healing Wish,Defog
6,Latias,Offensive Defog,gen6ou,OU,cleric;hazard_remover;speed_control;support;wallbreaker,Life Orb,,Timid,,72,0,0,184,0,252,31,31,31,31,31,31,Draco Meteor,Psyshock,Healing Wish,Defog
6,Latios,Life Orb Attacker,gen6ou,OU,special_attacker;speed_control;wallbreaker,Life Orb,,Timid,,0,0,4,252,0,252,29,31,31,31,31,31,Draco Meteor,Psyshock,Surf,Hidden Power Fire
6,Latios,Choice Specs,gen6ou,OU,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,Choice Specs,,Timid,,0,0,0,252,4,252,31,31,31,31,31,31,Draco Meteor,Psychic,Psyshock,Surf
6,Latios,Choice Scarf,gen6ou,OU,choice_user;hazard_remover;revenge_killer;special_attacker;speed_control,Choice Scarf,,Timid,,4,0,0,252,0,252,31,31,31,31,31,31,Draco Meteor,Psyshock,Defog,Hidden Power Fire
6,Latios,Mixed Attacker,gen6ou,OU,defensive_pivot;special_attacker;speed_control,Latiosite,,Naive,,0,4,0,252,0,252,31,31,31,31,31,31,Psychic,Earthquake,Draco Meteor,Roost
6,Latios,Special Attacker,gen6ou,OU,defensive_pivot;hazard_remover;special_attacker;speed_control,Latiosite,,Timid,,0,0,0,252,4,252,31,31,31,31,31,31,Psychic,Draco Meteor,Roost,Defog
6,Latios,Calm Mind,gen6ou,OU,defensive_pivot;setup_sweeper;special_attacker;speed_control;wallbreaker,Life Orb,,Timid,,0,0,4,252,0,252,29,31,31,31,31,31,Draco Meteor,Psyshock,Calm Mind,Recover
6,Jirachi,Stealth Rock,gen6ou,OU,bulky_pivot;cleric;hazard_setter;lead;pivot;special_wall;support,Leftovers,,Careful,,252,0,0,0,224,32,31,31,31,31,31,31,Iron Head,Stealth Rock,U-turn,Healing Wish
6,Jirachi,Choice Scarf,gen6ou,OU,choice_user;physical_attacker;pivot;revenge_killer;speed_control,Choice Scarf,,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Iron Head,U-turn,Fire Punch,Heart Stamp
6,Jirachi,SubToxic,gen6ou,OU,status_spreader,Leftovers,,Jolly,,252,160,0,0,0,96,31,31,31,31,31,31,Iron Head,Toxic,Substitute,Fire Punch
6,Jirachi,Mixed Attacker,gen6ou,OU,mixed_attacker;wallbreaker,Expert Belt,,Mild,,0,132,0,160,0,216,31,31,31,31,31,31,Iron Head,Icy Wind,Thunderbolt,Hidden Power Ground
6,Jirachi,Specially Defensive,gen6ou,OU,bulky_pivot;cleric;defensive_pivot;special_wall;status_spreader;support,Leftovers,,Careful,,252,0,0,0,224,32,31,31,31,31,31,31,Iron Head,Toxic,Body Slam,Wish
6,Infernape,All-Out Attacker,gen6ou,OU,wallbreaker,Life Orb,,Naive,,0,100,0,156,0,252,31,31,31,31,31,31,Close Combat,Fire Blast,Flare Blitz,Gunk Shot
6,Infernape,Physically Defensive,gen6ou,OU,bulky_pivot;defensive_pivot;physical_wall;stallbreaker;status_spreader;support,Leftovers,,Jolly,,248,0,88,0,124,48,31,31,31,31,31,31,Will-O-Wisp,Slack Off,Taunt,Low Kick
6,Gastrodon,Specially Defensive,gen6ou,OU,bulky_pivot;defensive_pivot;special_wall;support,Leftovers,Storm Drain,Sassy,,248,0,8,0,252,0,31,31,31,31,31,31,Scald,Recover,Earthquake,Earth Power
6,Gastrodon,Curse,gen6ou,OU,bulky_pivot;defensive_pivot;setup_sweeper;special_wall,Leftovers,Storm Drain,Sassy,,252,0,112,0,144,0,31,31,31,31,31,31,Curse,Scald,Earthquake,Recover
6,Gastrodon,Physically Defensive,gen6ou,OU,bulky_pivot;defensive_pivot;physical_wall;status_spreader;support,Leftovers,Storm Drain,Relaxed,,252,0,252,0,4,0,31,31,31,31,31,31,Scald,Earthquake,Ice Beam,Toxic
6,Lopunny,All-Out Attacker,gen6ou,OU,physical_attacker;speed_control,Lopunnite,Limber,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,High Jump Kick,Return,Fake Out,Encore
6,Garchomp,Tank Chomp,gen6ou,OU,bulky_pivot;hazard_setter;lead;phazer;physical_wall;support,Rocky Helmet,Rough Skin,Impish,,240,0,176,0,0,92,31,31,31,31,31,31,Stealth Rock,Earthquake,Dragon Tail,Fire Blast
6,Garchomp,Offensive Stealth Rock,gen6ou,OU,hazard_setter;lead;physical_attacker;speed_control,Lum Berry,Rough Skin,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Stealth Rock,Earthquake,Dragon Claw,Outrage
6,Garchomp,Mega Swords Dance,gen6ou,OU,physical_attacker;setup_sweeper;speed_control,Garchompite,Rough Skin,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Swords Dance,Earthquake,Dragon Claw,Stone Edge
6,Garchomp,Substitute + Swords Dance,gen6ou,OU,physical_attacker;setup_sweeper;speed_control,Salac Berry,Rough Skin,Jolly,,12,244,0,0,0,252,31,31,31,31,31,31,Swords Dance,Earthquake,Dragon Claw,Substitute
6,Garchomp,Swords Dance + Life Orb,gen6ou,OU,physical_attacker;setup_sweeper;speed_control;wallbreaker,Life Orb,Rough Skin,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Swords Dance,Dragon Claw,Outrage,Earthquake
6,Garchomp,Mixed Attacker,gen6ou,OU,hazard_setter;lead;special_attacker;speed_control;wallbreaker,Life Orb,Rough Skin,Naive,,0,4,0,252,0,252,31,31,31,31,31,31,Draco Meteor,Earthquake,Fire Blast,Stealth Rock
6,Garchomp,Choice Scarf,gen6ou,OU,choice_user;physical_attacker;revenge_killer;speed_control,Choice Scarf,Rough Skin,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Earthquake,Outrage,Stone Edge,Fire Blast
6,Hippowdon,Physically Defensive,gen6ou,OU,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;support,Rocky Helmet,,Impish,,252,0,144,0,112,0,31,31,31,31,31,31,Earthquake,Stealth Rock,Slack Off,Rock Slide
6,Hippowdon,Special Wall,gen6ou,OU,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall,Leftovers,,Careful,,248,0,8,0,252,0,31,31,31,31,31,31,Slack Off,Earthquake,Stealth Rock,Rock Slide
6,Weavile,Choice Band,gen6ou,OU,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;speed_control;trapper;wallbreaker,Choice Band,,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Knock Off,Icicle Crash,Pursuit,Ice Shard
6,Tangrowth,Defensive,gen6ou,OU,bulky_pivot;defensive_pivot;physical_wall;status_spreader;support,Rocky Helmet,Regenerator,Relaxed,,244,0,216,0,48,0,31,31,31,31,31,31,Sleep Powder,Giga Drain,Knock Off,Hidden Power Fire
6,Tangrowth,Assault Vest,gen6ou,OU,bulky_pivot;defensive_pivot;special_tank;special_wall,Assault Vest,Regenerator,Sassy,,252,0,4,0,252,0,31,31,31,31,31,31,Leaf Storm,Giga Drain,Knock Off,Earthquake
6,Togekiss,Stallbreaker,gen6ou,OU,cleric;setup_sweeper;stallbreaker;status_spreader;support;wallbreaker,Leftovers,Serene Grace,Timid,,252,0,80,0,0,176,31,31,31,31,31,31,Nasty Plot,Air Slash,Heal Bell,Thunder Wave
6,Togekiss,Defensive,gen6ou,OU,bulky_pivot;cleric;defensive_pivot;physical_wall;setup_sweeper;support,Leftovers,Serene Grace,Bold,,252,0,252,4,0,0,31,31,31,31,31,31,Nasty Plot,Air Slash,Heal Bell,Roost
6,Gliscor,Swords Dance Wallbreaker,gen6ou,OU,bulky_pivot;defensive_pivot;setup_sweeper;special_wall;wallbreaker,Toxic Orb,Poison Heal,Careful,,248,0,0,0,204,56,31,31,31,31,31,31,Swords Dance,Roost,Earthquake,Facade
6,Gliscor,Stallbreaker,gen6ou,OU,bulky_pivot;defensive_pivot;stallbreaker;support;wallbreaker,Toxic Orb,Poison Heal,Jolly,,248,0,0,0,148,112,31,31,31,31,31,31,Earthquake,Taunt,Knock Off,Roost
6,Mamoswine,Wallbreaker,gen6ou,OU,physical_attacker;priority_user;revenge_killer;speed_control;wallbreaker,Life Orb,Thick Fat,Adamant,,0,252,0,0,4,252,31,31,31,31,31,31,Ice Shard,Earthquake,Icicle Crash,Superpower
6,Rotom-Heat,Pivot,gen6ou,OU,physical_wall;pivot;status_spreader,Leftovers,,Bold,,248,0,40,0,0,220,31,31,31,31,31,31,Overheat,Volt Switch,Pain Split,Thunder Wave
6,Rotom-Wash,Fast Utility,gen6ou,OU,defensive_pivot;physical_wall;pivot;status_spreader;support,Leftovers,,Bold,,248,0,28,0,0,232,31,31,31,31,31,31,Volt Switch,Hydro Pump,Will-O-Wisp,Pain Split
6,Rotom-Wash,Physically Defensive Pivot,gen6ou,OU,bulky_pivot;defensive_pivot;physical_wall;pivot;status_spreader;support,Leftovers,,Bold,,252,0,248,0,0,8,31,31,31,31,31,31,Hydro Pump,Volt Switch,Pain Split,Thunder Wave
6,Rotom-Wash,Choice Scarf,gen6ou,OU,choice_user;pivot;revenge_killer;speed_control;status_spreader,Choice Scarf,,Timid,,248,0,24,0,0,236,31,31,31,31,31,31,Volt Switch,Trick,Hydro Pump,Thunder Wave
6,Azelf,Lead,gen6ou,OU,hazard_setter;lead,Focus Sash,,Naive,,0,0,228,28,0,252,31,31,31,31,31,31,Stealth Rock,Explosion,Skill Swap,Hidden Power Steel
6,Manaphy,Tail Glow + 3 Attacks,gen6ou,OU,special_attacker;speed_control,Leftovers,,Modest,,0,0,4,252,0,252,31,31,31,31,31,31,Tail Glow,Surf,Ice Beam,Energy Ball
6,Manaphy,Tail Glow + Rain Dance,gen6ou,OU,rain_setter,Leftovers,,Modest,,240,0,0,160,0,108,31,31,31,31,31,31,Tail Glow,Rain Dance,Surf,Ice Beam
6,Victini,MixTini,gen6ou,OU,wallbreaker,Life Orb,,Naive,,0,96,0,160,0,252,31,31,31,31,31,31,V-create,Bolt Strike,Glaciate,Energy Ball
6,Victini,Choice Band,gen6ou,OU,choice_user;physical_attacker;physical_wallbreaker;pivot;speed_control;wallbreaker,Choice Band,,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,V-create,Bolt Strike,U-turn,Trick
6,Serperior,Stallbreaker,gen6ou,OU,stallbreaker;wallbreaker,Rocky Helmet,Contrary,Timid,,208,0,0,48,0,252,31,31,31,31,31,31,Leaf Storm,Hidden Power Rock,Hidden Power Fire,Knock Off
6,Serperior,Utility Attacker,gen6ou,OU,defensive_pivot;special_attacker;speed_control;status_spreader;support,Leftovers,Contrary,Timid,,56,0,0,200,0,252,31,31,31,31,31,31,Leaf Storm,Hidden Power Fire,Glare,Leech Seed
6,Serperior,Dual Screens,gen6ou,OU,lead;screen_setter;stallbreaker;support,Light Clay,Contrary,Timid,,252,0,4,0,0,252,31,31,31,31,31,31,Light Screen,Reflect,Leaf Storm,Taunt
6,Serperior,Bulky Serperior,gen6ou,OU,status_spreader,Chesto Berry,Contrary,Timid,,200,0,44,12,0,252,31,31,31,31,31,31,Leaf Storm,Hidden Power Rock,Hidden Power Fire,Glare
6,Excadrill,Fast Utility,gen6ou,OU,defensive_pivot;hazard_remover;hazard_setter;lead;setup_sweeper;status_spreader;support,Leftovers,Mold Breaker,Jolly,,32,0,56,0,168,252,31,31,31,31,31,31,Toxic,Swords Dance,Stealth Rock,Rapid Spin
6,Excadrill,Sand Rush,gen6ou,OU,hazard_setter;lead;physical_attacker;sand_setter;setup_sweeper;speed_control,Leftovers,,Adamant,,0,252,0,0,4,252,31,31,31,31,31,31,Swords Dance,Rock Slide,Substitute,Stealth Rock
